GEOID,B15002e3-y,B15002e4-y,B15002e5-y,B15002e6-y,B15002e7-y,B15002e8-y,B15002e9-y,B15002e10-y,B15002e11-y,B15002e12-y,B15002e13-y,B15002e14-y,B15002e15-y,B15002e16-y,B15002e17-y,B15002e18-y,B15002e20-y,B15002e21-y,B15002e22-y,B15002e23-y,B15002e24-y,B15002e25-y,B15002e26-y,B15002e27-y,B15002e28-y,B15002e29-y,B15002e30-y,B15002e31-y,B15002e32-y,B15002e33-y,B15002e34-y,B15002e35-y
15000US060014351032,0,0,0,0,0,0,0,0,97,60,49,177,350,168,13,41,15,0,0,0,0,0,21,14,39,18,60,62,498,193,14,8
15000US060014351033,0,0,0,0,0,0,0,15,14,0,51,34,119,17,24,13,0,0,23,0,0,0,0,0,15,0,52,52,117,51,0,0
15000US060014351041,0,0,0,9,0,9,0,0,169,24,113,73,108,29,10,33,11,0,0,0,0,0,0,43,62,38,81,22,283,25,10,9
15000US060014351042,31,35,9,18,54,0,0,26,412,52,73,23,145,38,0,46,8,55,68,44,33,38,19,100,298,79,180,44,146,38,0,0
15000US060014351043,9,0,0,0,8,0,18,11,115,26,37,13,100,0,0,0,32,11,8,0,0,0,0,34,46,18,17,23,60,20,7,0
15000US060014352001,11,0,0,11,0,0,9,19,189,39,159,104,175,13,19,19,9,0,83,0,0,0,8,11,115,53,289,88,152,75,12,0
15000US060014352002,12,0,63,4,0,0,0,0,138,75,247,170,93,26,8,32,21,59,0,17,11,8,3,9,109,11,184,110,187,102,17,6
15000US060014353001,4,0,26,13,10,0,12,6,110,10,87,37,95,89,0,8,0,4,53,24,4,4,0,9,158,10,144,53,110,76,0,0
15000US060014353002,0,0,72,0,16,4,0,17,76,45,130,32,59,7,0,4,4,0,83,18,8,7,0,20,116,53,142,39,144,10,6,22
15000US060014353003,8,0,7,0,0,13,0,9,95,26,49,67,47,26,14,31,16,0,0,0,0,0,0,6,55,74,62,47,129,44,6,5
15000US060014354001,0,12,30,0,29,0,10,24,82,36,106,18,162,27,9,0,8,0,16,14,28,20,0,28,116,55,167,36,136,28,0,0
15000US060014354002,0,0,0,0,0,0,32,0,46,28,22,16,77,54,0,0,7,0,8,0,0,0,28,7,40,9,49,9,62,18,0,0
15000US060014354003,0,9,66,0,21,8,8,0,183,8,26,126,157,19,9,7,36,0,19,24,22,0,0,0,56,0,96,44,199,18,0,8
15000US060014355001,0,0,40,5,0,0,6,0,110,33,36,27,38,27,9,0,7,0,38,5,0,0,0,0,103,8,36,29,81,11,0,0
15000US060014355002,0,0,27,0,0,15,0,17,175,40,112,60,121,10,0,11,8,10,50,53,0,26,2,32,134,26,88,47,106,31,6,11
15000US060014355003,6,0,31,2,13,0,11,21,106,46,17,6,52,20,0,0,18,20,20,15,6,9,31,0,156,10,73,25,97,22,0,0
15000US060014356011,27,0,128,41,32,47,0,17,353,22,170,38,91,8,0,0,0,10,16,81,67,14,27,8,546,22,211,14,96,24,28,0
15000US060014356012,13,33,162,17,25,0,31,0,109,8,78,12,88,6,5,0,11,0,115,8,8,25,0,13,185,30,116,84,81,0,0,0
15000US060014356021,15,6,0,0,74,28,0,8,340,12,134,48,55,21,0,0,22,5,0,0,99,0,0,0,256,0,8,8,59,35,0,0
15000US060014356022,0,0,51,0,0,0,12,0,93,6,36,33,54,7,0,9,0,0,46,12,0,0,0,0,84,21,31,81,41,11,0,0
15000US060014356023,55,22,18,0,22,12,15,132,113,80,21,50,54,15,0,0,11,42,48,0,20,10,18,7,103,71,100,39,96,7,9,10
15000US060014356024,14,11,13,0,0,8,0,17,131,31,57,0,44,8,12,0,28,0,0,9,8,0,8,33,101,50,47,32,103,0,0,0
15000US060014357001,29,0,26,10,0,0,0,12,151,16,40,47,19,11,0,0,47,12,0,0,12,0,52,9,132,12,61,55,56,34,0,0
15000US060014357002,9,0,0,30,0,8,0,12,84,35,26,30,50,8,0,0,50,0,9,0,0,39,15,8,71,36,76,63,46,15,11,0
15000US060014357003,11,12,28,0,8,0,5,0,143,19,62,29,84,0,17,0,0,10,26,0,0,9,0,8,112,31,42,35,44,0,0,3
15000US060014357004,24,52,7,19,0,0,0,7,99,86,28,22,34,0,14,0,22,31,0,34,27,0,14,27,148,16,90,13,15,8,6,0
15000US060014358001,12,0,0,0,8,0,7,17,94,26,66,9,43,58,0,0,20,11,6,0,0,11,10,13,118,18,126,43,69,11,0,0
15000US060014358002,12,0,10,25,0,33,10,24,68,53,135,21,98,0,4,0,7,0,26,24,0,14,16,13,100,28,113,108,63,28,0,0
15000US060014358003,25,19,17,37,0,0,0,16,131,28,55,13,91,39,0,0,23,0,56,0,0,0,0,29,106,47,61,54,83,32,10,0
15000US060014358004,64,7,14,0,2,2,0,70,131,32,45,39,84,0,0,0,28,10,28,0,6,0,0,22,62,70,102,13,174,0,0,0
15000US060014359001,23,0,0,9,0,0,0,9,177,42,65,108,119,29,11,8,28,19,12,0,0,10,0,8,134,31,139,85,171,38,0,0
15000US060014359002,6,0,6,0,17,0,2,24,208,15,149,42,114,49,0,0,0,0,6,0,9,8,7,21,238,20,52,51,110,75,0,0
15000US060014359003,0,10,33,16,7,0,0,0,133,11,20,9,52,21,0,0,37,9,24,0,6,0,10,21,140,22,15,48,69,0,0,0
15000US060014359004,0,0,0,0,0,0,21,8,71,21,17,44,49,13,13,0,0,0,0,0,0,10,0,8,46,33,39,44,40,0,39,0
15000US060014360001,0,0,5,0,0,0,6,0,182,17,23,40,81,13,0,7,0,0,5,0,0,9,0,10,106,0,116,39,92,30,0,5
15000US060014360002,19,0,0,0,0,0,23,7,239,28,88,94,90,9,0,20,40,12,0,9,0,19,24,8,201,46,118,46,120,31,0,0
15000US060014360003,12,0,11,0,0,8,24,0,171,25,113,20,73,11,0,0,12,0,0,9,0,7,0,15,150,34,52,28,80,48,0,0
15000US060014361001,0,0,0,0,0,21,38,16,138,60,71,28,59,31,7,9,10,21,19,0,0,0,15,24,112,8,44,0,98,21,0,5
15000US060014361002,28,0,26,0,0,0,0,28,305,120,100,50,240,34,0,0,10,26,16,49,15,32,0,0,219,106,97,121,231,27,0,15
15000US060014361003,23,20,0,0,0,33,8,24,270,53,80,60,75,14,0,0,24,50,18,0,14,8,0,35,210,114,80,113,109,21,0,33
15000US060014362001,0,0,96,24,8,74,54,0,61,9,63,46,26,0,0,0,9,0,72,21,26,0,0,28,179,30,42,42,45,25,4,0
15000US060014362002,40,28,42,13,45,14,71,51,268,23,94,51,47,4,0,0,31,33,21,29,85,15,18,21,324,57,102,71,132,9,0,0
15000US060014363001,63,0,69,18,0,13,4,2,298,25,139,0,29,0,0,0,34,58,0,37,0,39,24,18,100,36,43,84,40,35,0,0
15000US060014363002,0,0,44,0,10,0,18,0,171,18,48,105,226,46,0,0,17,17,77,0,53,55,0,61,170,78,113,69,119,63,15,0
15000US060014363003,62,0,44,0,0,13,76,0,211,0,24,0,0,0,0,0,17,0,30,48,39,0,0,0,164,7,72,8,52,34,0,0
15000US060014363004,53,0,20,0,0,0,0,44,47,0,140,6,280,170,0,32,37,0,21,19,27,0,0,0,91,42,128,60,297,10,0,14
15000US060014364011,0,0,0,0,0,0,0,0,92,24,87,12,214,0,0,0,0,0,0,0,0,0,0,0,55,14,18,0,117,145,19,0
15000US060014364012,28,0,0,14,27,101,0,15,105,23,115,60,125,19,0,28,16,0,11,0,0,14,93,0,156,68,108,69,356,130,39,0
15000US060014364013,19,12,0,0,0,0,0,26,399,0,197,26,48,22,0,0,0,0,14,36,0,0,0,28,378,30,70,149,27,72,14,18
15000US060014364014,37,0,0,0,0,0,0,0,84,111,60,16,51,38,0,0,38,0,0,21,0,0,0,0,139,42,98,45,30,140,0,0
15000US060014364015,17,0,0,0,0,0,37,13,111,57,0,9,65,19,0,0,35,0,0,12,0,0,25,0,63,12,72,23,0,0,9,0
15000US060014364021,15,0,47,0,16,0,0,1,98,39,136,65,140,96,24,15,26,0,13,0,3,0,2,0,86,9,104,80,135,81,21,9
15000US060014364022,16,0,0,6,0,0,0,0,18,59,106,48,67,42,54,0,0,0,0,0,0,0,12,6,51,8,94,61,134,50,0,0
15000US060014365001,21,12,41,0,42,0,10,0,167,18,49,39,113,24,0,0,40,39,18,22,18,0,34,0,198,0,63,36,114,42,0,0
15000US060014365002,0,6,55,0,0,3,10,23,200,51,188,44,202,46,0,15,15,18,50,15,20,4,0,37,204,58,137,82,298,48,22,6
15000US060014366011,12,19,14,0,19,0,4,29,206,33,65,38,64,32,0,0,54,23,14,0,29,0,0,0,233,49,41,15,150,21,0,0
15000US060014366012,9,0,57,14,32,0,53,6,254,103,175,106,133,11,0,0,30,24,78,11,11,0,8,15,220,98,192,61,89,54,4,11
15000US060014366013,12,42,103,0,8,12,54,44,207,59,39,0,67,21,0,0,25,0,74,0,16,0,14,0,169,39,39,55,70,0,0,0
15000US060014366021,12,59,172,30,28,19,47,45,279,64,151,87,87,37,0,17,3,46,84,28,40,10,0,23,372,75,163,51,128,76,0,6
15000US060014366022,50,0,11,27,31,0,0,9,161,5,35,120,69,0,6,6,9,0,0,32,0,0,19,12,165,20,125,65,102,17,22,0
15000US060014367001,6,0,8,0,9,0,16,0,161,24,97,29,122,33,17,8,16,0,9,0,5,38,0,0,49,23,66,64,159,50,0,0
15000US060014367002,40,34,27,0,12,15,0,18,116,42,133,18,77,10,0,0,46,37,29,12,0,16,30,0,165,29,168,48,116,46,10,10
15000US060014368001,0,0,32,0,7,7,0,30,266,17,121,37,120,26,5,0,21,0,0,0,13,0,15,18,191,81,115,37,263,24,41,0
15000US060014368002,52,0,0,8,57,0,15,24,181,32,35,35,196,43,9,15,44,0,38,50,38,0,0,0,101,32,111,44,114,51,18,0
15000US060014369001,34,62,81,0,63,29,0,19,118,75,167,64,22,9,0,0,81,23,47,43,22,41,46,6,119,47,141,15,9,33,0,0
15000US060014369002,24,0,0,0,0,0,0,15,62,8,53,18,50,27,0,13,27,0,0,0,0,0,8,23,133,24,67,29,50,36,0,0
15000US060014369003,15,0,47,0,0,9,0,13,91,22,62,11,31,25,0,0,10,0,28,11,24,0,0,25,65,35,43,22,66,10,0,0
15000US060014369004,70,0,30,0,23,0,0,12,233,13,94,18,73,16,0,0,52,0,58,0,20,0,8,31,155,9,87,9,74,20,0,0
15000US060014370001,3,0,0,26,16,54,0,9,124,20,110,53,94,7,0,0,3,0,21,0,0,0,8,26,170,26,127,24,75,6,0,0
15000US060014370002,0,0,7,0,0,0,0,10,68,34,37,7,114,27,0,8,12,0,9,0,7,13,0,8,83,19,20,20,99,27,0,0
15000US060014370003,67,0,0,0,0,29,9,14,93,36,46,62,67,20,9,0,9,0,5,0,0,22,0,7,106,46,68,46,96,34,0,0
15000US060014371011,9,0,7,9,36,0,6,7,109,15,87,145,479,90,8,43,8,0,38,27,30,16,0,7,59,57,208,95,430,106,18,37
15000US060014371012,0,13,0,20,22,17,0,17,174,13,181,93,159,55,4,0,17,0,21,0,0,7,0,16,192,66,162,52,112,55,0,11
15000US060014371013,0,13,7,23,0,0,0,8,238,29,103,23,153,25,0,0,9,0,47,25,0,9,0,38,174,13,125,46,103,31,0,0
15000US060014371021,7,0,0,0,0,13,27,61,133,9,25,6,52,16,0,9,55,0,41,0,12,0,0,52,62,9,120,22,56,0,17,0
15000US060014371022,22,13,10,0,0,0,0,10,152,68,73,36,62,46,0,0,0,12,0,0,11,0,0,11,154,38,110,81,230,35,8,0
15000US060014371023,1,0,9,0,0,0,0,39,79,123,29,59,118,0,2,0,7,0,0,34,7,0,0,22,119,72,173,126,73,18,0,39
15000US060014372001,46,6,18,0,0,6,30,29,125,95,108,227,183,26,50,14,60,0,13,8,18,3,0,48,259,43,197,170,242,63,3,0
15000US060014372002,0,0,0,0,0,0,0,0,62,0,124,31,152,0,0,0,0,0,0,0,0,0,0,0,94,5,74,0,96,41,0,0
15000US060014372003,0,24,0,0,0,29,0,0,152,6,151,11,83,9,10,0,0,0,0,0,0,0,0,6,186,43,174,60,51,28,0,0
15000US060014372004,0,0,37,15,0,0,0,0,166,61,127,86,158,56,11,18,0,0,28,25,0,0,0,0,225,0,175,128,210,39,22,28
15000US060014373001,24,0,16,0,7,0,0,0,75,65,39,7,52,22,7,6,24,0,22,0,14,6,9,7,117,36,38,10,31,7,0,0
15000US060014373002,0,13,36,0,8,27,19,6,70,71,65,68,112,0,0,0,0,9,22,0,26,25,0,45,196,22,93,13,69,28,6,0
15000US060014373003,0,5,4,0,0,4,0,11,55,24,48,6,44,5,6,0,0,0,11,0,0,0,4,6,77,15,75,4,88,34,6,0
15000US060014374001,14,0,5,7,5,0,0,16,81,31,32,10,107,2,0,3,11,0,22,15,0,5,0,0,40,34,64,17,108,4,7,0
15000US060014374002,24,19,34,4,14,23,8,59,281,20,198,42,72,20,0,0,39,13,35,16,27,0,24,22,263,57,121,30,86,38,0,0
15000US060014375001,9,0,23,50,38,112,14,10,230,15,90,8,25,9,0,0,0,22,41,44,11,28,94,35,114,50,124,9,92,10,0,0
15000US060014375002,28,0,23,26,56,11,34,57,278,20,64,68,62,3,7,0,30,12,70,26,48,0,15,41,170,27,129,7,100,21,0,0
15000US060014376001,30,5,79,6,6,6,23,11,176,51,153,30,150,15,0,9,46,6,65,17,15,4,30,26,248,36,167,66,122,26,0,1
15000US060014376002,70,0,51,35,3,4,6,16,104,27,38,27,61,6,0,0,9,33,14,7,14,19,15,5,89,66,44,65,61,0,6,0
15000US060014377011,0,19,0,13,0,21,0,7,36,0,87,0,0,0,0,5,0,9,0,0,12,16,0,9,44,23,7,20,9,12,0,0
15000US060014377012,9,25,144,12,77,9,16,7,259,50,46,19,51,22,0,0,31,6,28,0,13,0,20,0,198,35,155,53,40,18,0,0
15000US060014377013,13,22,0,0,18,0,16,0,121,0,12,0,13,0,0,0,0,31,0,15,0,19,0,12,103,13,13,10,26,0,0,0
15000US060014377021,42,0,160,87,44,11,19,29,250,27,100,5,37,0,0,0,7,15,93,71,91,64,0,28,262,7,30,44,73,0,0,0
15000US060014377022,55,29,73,12,26,0,0,51,158,0,96,19,45,0,0,5,67,12,130,23,39,0,0,10,162,0,70,5,58,0,0,0
15000US060014378001,23,8,23,11,7,8,2,19,396,73,215,92,223,44,22,0,71,0,40,42,11,0,7,29,380,73,227,83,305,68,0,0
15000US060014378002,0,0,7,25,23,0,0,47,107,20,29,8,7,0,0,0,0,0,0,0,13,0,9,23,100,15,27,7,30,0,0,14
15000US060014379001,17,12,8,23,5,6,23,0,144,6,59,48,43,0,0,6,9,0,31,8,0,0,19,13,91,23,79,43,62,13,0,3
15000US060014379002,21,0,12,10,27,0,16,36,177,14,33,20,37,5,0,4,15,9,21,16,0,0,3,15,153,13,70,13,50,3,0,0
15000US060014380001,39,0,43,0,9,7,0,36,192,47,159,38,255,77,7,12,12,0,21,15,0,6,8,0,199,54,163,57,348,46,0,59
15000US060014380002,13,0,0,18,0,11,0,23,121,49,101,0,45,19,3,0,0,56,0,21,9,0,0,0,110,20,63,25,38,11,0,0
15000US060014381001,55,0,0,0,0,0,20,0,243,24,29,172,173,16,8,17,27,0,17,18,18,0,0,13,208,54,70,32,204,10,0,0
15000US060014381002,8,0,0,0,0,0,0,0,82,25,34,22,69,0,0,0,0,0,0,0,0,0,0,0,133,0,35,55,0,19,0,0
15000US060014381003,0,0,65,0,0,0,0,0,56,0,28,21,73,0,0,0,0,0,14,0,0,0,0,0,148,23,16,22,66,20,0,0
15000US060014381004,0,0,0,0,0,0,30,27,249,48,90,17,154,13,0,0,0,0,32,0,0,16,34,0,149,12,67,76,118,29,0,13
15000US060014381005,0,0,23,17,0,14,0,0,115,12,21,14,21,13,20,0,33,0,21,16,0,16,18,63,118,81,28,0,13,4,0,0
15000US060014381006,10,0,0,47,0,0,0,42,240,11,84,31,39,0,0,0,9,0,0,60,13,0,15,31,231,56,6,21,41,0,0,0
15000US060014382011,0,0,49,6,10,6,0,11,253,38,69,44,84,9,0,0,0,0,65,10,14,0,43,21,136,19,95,0,94,0,0,0
15000US060014382012,23,7,0,46,0,7,10,35,242,7,157,82,42,87,0,0,24,34,53,0,0,10,20,9,229,63,124,68,39,6,0,0
15000US060014382013,20,0,46,11,0,0,1,37,252,28,36,12,63,16,0,0,41,0,7,7,20,5,7,13,196,43,26,14,69,0,0,0
15000US060014382031,27,13,45,16,0,11,10,17,121,16,88,49,107,35,0,49,39,22,33,40,15,39,68,7,233,20,104,56,157,0,0,25
15000US060014382032,40,8,0,119,16,18,0,19,410,34,63,81,42,32,0,0,132,0,51,29,9,12,16,0,265,46,172,24,112,0,0,0
15000US060014382041,44,24,44,0,0,0,16,0,214,34,184,84,40,11,6,0,74,22,31,0,0,8,9,0,163,39,164,24,137,43,6,0
15000US060014382042,10,0,0,0,6,0,0,0,67,18,81,17,41,5,0,11,30,0,0,14,5,0,5,13,66,17,59,24,78,50,0,0
15000US060014382043,33,0,43,7,14,10,0,31,182,14,152,118,228,88,8,0,12,24,16,0,16,30,18,50,251,51,164,74,298,53,0,8
15000US060014383001,0,0,63,0,17,7,0,0,123,27,59,21,57,0,0,0,31,16,40,0,31,6,12,5,144,24,124,23,48,24,0,0
15000US060014383002,35,9,4,21,5,18,0,5,101,23,68,52,66,10,0,0,25,13,23,25,4,32,0,12,75,58,76,93,84,34,0,0
15000US060014383003,25,0,19,0,14,5,14,17,124,7,69,30,117,17,0,0,0,0,5,0,6,5,0,15,90,32,77,52,41,7,14,0
15000US060014384001,9,13,0,0,18,0,4,11,103,20,65,27,69,4,0,0,16,30,14,3,4,0,0,4,90,31,68,55,84,13,0,0
15000US060014384002,6,0,61,0,3,5,24,4,137,26,51,79,78,6,5,6,4,15,22,19,2,13,0,7,130,41,65,47,67,27,0,3
15000US060014401001,15,9,5,0,33,12,0,13,244,80,126,26,182,111,19,8,14,0,29,20,5,21,0,6,295,84,139,61,200,71,19,4
15000US060014402001,32,3,0,38,0,28,7,47,266,18,37,38,11,22,16,8,3,10,36,23,0,29,20,15,290,10,27,52,17,5,0,0
15000US060014402002,16,6,9,1,20,34,0,9,194,10,28,4,5,36,0,0,33,26,0,1,22,27,21,20,144,11,68,5,0,7,15,7
15000US060014402003,14,0,0,9,21,0,0,0,217,15,105,33,51,0,6,0,16,0,38,79,13,13,2,0,134,7,77,43,138,9,23,0
15000US060014402004,3,21,51,6,0,0,0,53,207,15,72,21,0,0,0,0,9,14,29,0,0,0,5,0,188,23,27,6,29,32,0,6
15000US060014403011,16,0,1,0,68,0,1,0,99,54,252,1,120,0,0,1,0,0,0,0,62,0,0,1,321,17,312,48,102,42,13,0
15000US060014403012,19,17,0,13,11,29,0,0,238,82,114,25,66,58,19,0,25,27,0,44,11,0,0,3,259,92,61,86,81,13,0,16
15000US060014403013,0,0,0,0,0,0,6,0,9,0,40,62,189,78,26,40,0,0,0,0,0,13,0,0,32,62,81,70,144,81,16,16
15000US060014403014,0,0,0,0,0,26,0,8,107,0,133,10,208,40,0,0,24,0,0,0,0,23,0,10,122,10,9,36,196,5,0,20
15000US060014403041,48,14,44,16,0,0,0,27,58,18,53,31,37,16,0,0,79,0,20,11,11,12,8,0,95,16,45,41,130,15,0,0
15000US060014403042,10,0,42,21,0,10,14,41,127,30,77,155,196,22,0,16,10,0,39,10,34,0,0,0,196,11,122,47,215,46,21,7
15000US060014403043,13,0,0,0,0,0,0,15,135,36,67,71,121,27,0,12,47,6,15,10,5,0,5,4,67,18,56,47,229,7,0,11
15000US060014403051,11,0,0,6,6,11,0,17,57,24,41,17,89,8,5,5,18,0,10,0,18,0,0,0,86,19,20,45,92,16,0,0
15000US060014403052,12,5,0,0,4,11,0,11,67,36,77,50,98,21,0,0,10,0,0,0,8,0,15,6,76,34,124,25,129,37,39,0
15000US060014403053,0,0,0,0,0,0,0,12,293,11,210,56,193,41,5,0,0,20,14,11,0,5,5,14,229,22,170,41,151,22,13,5
15000US060014403061,40,0,11,0,0,0,6,41,310,20,142,47,224,76,16,0,38,10,19,5,23,0,0,19,327,43,155,87,174,34,25,8
15000US060014403062,14,0,6,0,22,0,9,34,78,24,50,13,160,46,13,0,8,6,34,8,6,0,7,14,113,44,56,31,86,20,7,0
15000US060014403071,0,0,10,0,10,9,18,20,243,16,242,61,151,39,0,0,35,12,23,18,0,10,17,52,435,26,149,96,123,49,9,0
15000US060014403072,10,0,0,0,0,0,0,16,63,0,34,12,69,20,45,0,18,0,0,0,0,0,0,9,105,0,75,65,131,10,0,9
15000US060014403073,0,0,0,0,0,0,0,8,75,35,64,38,91,31,0,12,0,0,10,6,0,0,12,0,117,31,52,8,85,27,0,0
15000US060014403081,9,0,0,0,15,0,0,0,77,26,34,35,165,52,39,13,13,0,0,6,0,9,15,6,105,29,133,27,207,129,30,0
15000US060014403082,9,10,0,0,5,16,11,0,79,19,9,17,142,228,0,0,0,7,9,0,0,16,0,0,42,0,95,18,40,38,0,0
15000US060014403083,42,0,0,0,24,9,10,18,316,57,59,13,110,25,6,0,42,0,0,22,0,13,16,6,156,10,54,10,182,56,0,0
15000US060014403084,22,0,18,8,0,0,0,0,145,13,63,10,95,85,0,39,36,8,0,0,0,0,0,24,259,19,62,41,101,52,17,0
15000US060014403311,9,0,7,15,13,11,0,13,213,37,89,31,130,48,0,13,26,25,9,0,7,15,17,18,228,25,116,23,140,29,15,0
15000US060014403312,10,0,13,12,5,4,4,8,172,35,138,22,62,4,0,5,0,3,12,0,9,0,17,19,207,4,96,20,125,8,0,0
15000US060014403321,21,0,0,0,0,0,0,15,56,17,86,45,132,90,6,16,23,6,0,9,0,0,0,16,48,12,51,50,137,74,6,13
15000US060014403322,4,0,0,5,0,0,0,0,95,54,148,63,177,142,46,39,39,0,6,0,28,0,0,6,127,4,75,46,312,124,29,0
15000US060014403331,0,1,0,0,5,0,0,4,69,5,81,55,251,83,0,19,0,0,12,0,0,8,0,8,83,19,92,34,210,104,25,8
15000US060014403332,6,0,12,0,0,4,0,11,118,36,60,42,126,19,9,0,32,0,17,0,0,0,8,4,170,7,52,45,143,11,8,0
15000US060014403341,0,0,10,0,0,0,9,7,77,104,163,57,161,8,45,0,0,0,29,0,7,6,0,12,122,28,251,40,177,7,0,7
15000US060014403342,17,4,19,3,0,33,4,0,307,80,230,69,232,14,0,0,14,0,20,0,4,0,31,29,258,98,186,86,252,49,0,0
15000US060014403351,24,0,0,30,0,0,0,0,232,39,203,58,282,269,23,44,51,3,0,18,0,48,40,18,145,4,54,67,443,183,67,29
15000US060014403352,37,0,0,6,0,14,0,0,451,37,30,144,477,179,20,80,55,0,0,0,0,23,34,38,321,11,156,81,415,196,13,12
15000US060014403361,46,0,19,0,0,0,24,34,221,48,122,10,210,31,8,10,33,0,21,0,0,0,22,45,302,0,118,32,217,84,15,0
15000US060014403362,20,0,10,12,0,0,7,16,225,14,180,111,236,76,19,0,7,13,14,2,20,0,12,22,263,69,291,60,197,71,0,16
15000US060014411001,0,0,0,0,0,24,15,6,196,86,153,43,184,59,0,64,0,13,7,0,10,7,9,7,314,61,185,40,237,55,10,50
15000US060014411002,0,0,0,0,0,0,0,0,211,64,82,72,159,92,12,34,7,0,16,0,0,0,0,13,111,23,55,107,201,81,30,15
15000US060014412001,0,0,0,0,34,16,0,4,228,17,126,86,152,106,56,15,0,0,0,0,4,11,0,33,299,18,132,42,223,110,24,25
15000US060014412002,0,0,0,44,28,24,0,0,19,0,56,109,154,57,0,7,20,0,0,0,28,0,0,0,44,59,12,47,217,39,0,21
15000US060014412003,0,0,0,0,0,0,4,55,167,41,73,129,326,178,21,4,0,0,0,11,0,0,0,30,133,51,76,69,499,242,37,11
15000US060014413011,2,0,24,0,0,0,0,2,30,7,0,1,85,86,35,15,0,0,0,7,0,0,0,0,52,6,34,60,80,31,27,17
15000US060014413012,14,0,0,0,0,0,0,0,72,33,52,15,312,259,10,34,7,0,0,0,0,0,0,24,92,17,45,50,273,260,10,28
15000US060014413021,0,0,9,8,12,12,0,0,113,6,192,31,149,142,18,37,0,0,8,30,0,0,8,15,80,31,95,52,270,81,43,0
15000US060014413022,21,0,0,8,0,0,0,0,48,27,38,32,114,54,22,30,8,0,8,8,19,11,0,9,48,48,54,28,168,45,0,18
15000US060014413023,0,0,18,0,8,6,0,0,21,7,43,25,107,63,8,15,18,0,0,23,0,0,0,7,47,14,0,44,122,71,18,4
15000US060014413024,7,0,0,0,0,0,0,0,77,16,110,49,185,98,16,0,7,0,6,0,0,0,0,12,198,0,94,69,107,136,0,0
15000US060014414011,0,0,0,0,0,0,25,50,139,0,22,57,229,81,0,0,0,0,0,0,0,0,11,0,105,25,46,54,67,67,45,0
15000US060014414012,0,0,0,0,0,36,19,0,90,10,27,114,212,51,0,26,0,0,13,0,0,0,0,6,125,0,174,66,120,107,0,0
15000US060014414013,0,0,0,15,0,0,15,37,68,34,15,0,20,90,0,0,15,0,0,0,0,8,0,34,158,0,48,19,61,37,0,0
15000US060014414014,8,0,4,0,0,0,59,0,167,64,192,73,269,161,0,44,57,3,0,0,0,22,0,18,138,0,96,95,467,120,18,0
15000US060014414021,22,0,0,0,0,0,0,9,119,9,85,52,367,164,13,30,0,18,0,0,0,0,0,7,180,30,54,71,229,127,15,9
15000US060014414022,10,0,0,12,0,6,0,10,78,8,89,32,202,177,5,49,0,0,0,6,0,0,0,9,125,32,102,88,196,116,9,22
15000US060014414023,0,0,0,0,0,0,0,18,33,10,46,56,79,55,9,7,0,0,3,8,0,8,0,0,59,25,23,27,121,49,15,8
15000US060014415011,19,0,0,0,0,0,11,20,210,56,325,54,410,144,31,33,21,13,24,0,0,6,0,15,276,45,137,31,380,195,15,8
15000US060014415012,9,0,14,0,10,0,6,25,116,48,180,47,374,198,45,25,34,0,0,0,0,0,0,10,268,7,148,88,463,119,15,0
15000US060014415031,0,0,10,0,0,0,4,0,154,28,44,42,527,641,28,109,48,0,14,14,9,0,0,36,128,27,154,64,603,470,45,8
15000US060014415032,0,0,0,0,0,0,0,0,56,18,47,7,185,220,7,60,0,33,0,0,0,0,0,10,74,26,66,38,295,146,24,15
15000US060014415211,0,0,0,0,9,0,0,0,121,0,101,19,235,216,10,0,0,0,9,45,0,0,0,8,131,0,96,79,289,83,8,26
15000US060014415212,0,0,0,9,0,19,0,0,18,9,62,8,156,176,8,43,10,0,20,0,9,12,0,10,103,16,57,9,159,153,9,57
15000US060014415213,0,0,0,0,0,0,0,0,62,8,74,85,151,99,8,37,38,0,8,10,0,0,0,0,93,0,38,40,124,110,0,9
15000US060014415214,8,0,0,0,0,0,0,0,51,0,97,7,25,17,8,9,18,0,0,11,0,0,0,8,131,15,45,28,48,24,8,0
15000US060014415221,0,0,0,0,0,0,3,14,30,13,34,16,178,87,24,32,0,0,0,0,0,17,0,27,52,13,54,25,157,77,27,24
15000US060014415222,0,0,0,0,0,7,0,84,113,0,52,18,126,56,40,35,20,0,19,0,20,16,0,27,273,48,42,59,143,71,28,0
15000US060014415223,0,0,10,5,8,0,0,37,229,10,82,27,101,92,0,15,18,31,22,8,0,0,0,29,218,30,141,79,112,40,6,15
15000US060014415231,0,0,0,11,0,0,0,0,33,0,98,0,138,150,10,60,12,0,0,11,0,0,0,9,85,7,51,25,169,208,20,17
15000US060014415232,0,0,0,0,0,0,0,0,72,11,50,0,206,102,0,0,18,0,0,0,0,11,0,0,21,17,42,32,231,84,9,0
15000US060014415233,11,0,0,0,0,0,0,0,20,0,94,12,140,149,14,28,34,0,0,0,0,0,0,0,31,3,42,0,148,148,10,0
15000US060014415241,0,0,0,0,0,33,0,11,51,0,77,27,334,312,25,27,19,0,0,0,0,0,0,36,94,12,105,70,304,318,11,8
15000US060014415242,0,0,0,3,0,0,0,0,6,0,23,33,133,188,12,33,0,0,0,4,0,0,0,0,36,0,4,39,154,257,0,0
